comment,label
=)))))))))),0
:)),0
Bảo sao bị kì thị,1
phim gay cấn,0
Vô phúc ghê,0
biết v xem jack họp báo :))),0
phôn lìm cmm,0
say géc,0
gay cấn quá,0
vãi l ,0
vcl,1
ccjz,0
 cm à ????,0
Lồn nam đéo ra nam nữ đéo ra nữ:)) bọn m chết cụ đi tởm vcl,1
What the....,1
vcl,1
Wtf ts man =)),1
Gay cấn nhể :))),1
Saygay,1
Clm =))),0
wtf,1
real hả,0
hề😭,1
clgv,0
vc,1
Say gec,0
eooooo,1
Gay to :))),1
Seygech,0
 k nêl,0
gay can,1
Jztr 🥲🥲,1
Qq,1
clm,0
 dcu gay to:)),1
 dm^^,1
vcl,0
cl jz,0
Gay,0
ỏooooo 🥰,1
 tò mò ghê…,1
" muon t chich thi noi me no di"" 😊🙏🏻",1
tởm thiệt,1
troi ơi má nó có luôn,1
 thấy cx hay,1
 lời lẽ như thật.coi thích,0
 nữ ko ra nữ gớm bỏ ek,0
 kho biet bao nguoi,0
show bướm đi em,0
show vu di em,1
còn có máu cỡ nào bỏ cũng ko hết máu,0
 m coi đi rồi giống t cho bằng bạn bằng bè 🥺,1
kiểu lươn chê lịch con nào cũng nhớt như nhau,0
 tao ỉa,0
hết nói nổi,1
dị ứng,0
"Cố gắng nhưng mà ăn lẩu , ăn đồ nướng thì cũng ko khá đc đâu",1
Có cố gắng nhưng không đáng kể,1
"Cố gắng buổi sáng buổi tối lẩu đồ nướng trà sữa...,",0
Tập gym chỉ là phụ còn ăn uống chiếm 8-90% r,0
"Sau 1 tuần tập gym
Trà Bông đã giảm được 7 ngày",0
Nhìn éo khác gì lúc đầu,0
Đừng ăn phòng gym😭😭😭,0
"Tính ra vẫn có tinh thần để giảm cân mà, vậy cũng tốt rồi có còn hơn không",0
make up làm gì đi tập ra mồ hôi lớp make nó chảy ra dơ mà bí da nữa,0
sợ nhai luôn cục tạ😭,0
"""lá chuối xanh gói đòn bánh tét 
ăn như sấm sét mà đòi giảm cân""",0
Trà bông book bài à :))))),0
_xDD70__xD83E_t toxic vì bả là trà xanh chứ cơ thể ngta t ko care,0
Cô ấy đến phòng gym và thứ cô ấy ghét nhất là tập kháng lực và cardio,1
Khả lăng béo hơn lúc đầu,1
1 bữa ăn của cô ấy có thể nuôi cả làng tôi trong 5 tháng,0
Cơ địa nó mỡ nên chỉ cần chăm chỉ là dễ xuống.,0
Khoá mồm là cách xuống cân nhanh nhất 😆,1
xíu nữa mệt quá ăn luôn cục tạ😭,0
coi chừng nó ăn cả phòng tập :)))),0
S doraemon ko tự xài bảo bối của mình đi,0
Tập phải bóp mồm bóp miệng lại. Chứ tập mà ăn là nó lại tăng thêm đó,0
"Đốt mỡ thì ít mà nạp calo thì nhiều, thế thì bỏ :)))",1
Coi chừng ăn luôn cái phòng gym,1
giảm được mấy quả tạ trong phòng gym,0
Trà bông còn có vụ trà xanh đó không phải mỗi vụ này mà người ta toxic đâu,0
Sau 1 tháng cô ấy đã giảm đc 31 ngày 🗿👍,1
"Tới lúc tẩy trắng đó😂 Công thức quen thuộc, tạo drama để nổi xong tẩy trắng r tham gia showbiz",1
Hội chuppy bị cảm thấy phản bội.,0
í là tiểu tam í,0
"=)) ngt giảm ăn ht + với tập gym, cái này là gì, làm màu à",0
"Ngta ghét là vì là trà xanh, chứ phải ghét vì body hay gì à.",1
vừa tập vừa giảm khẩu phần ăn chứ sáng tập tối lẩu + trà sữa thì chịu :),0
Trà xanh rồi thì khỏi có support gì hết :))),0
Video này Không khác nào vã vào mặt mấy con đớp cho cố rồi mập xong bảo chuppy đâu,0
"Tập chỉ là phụ , ăn uống mới là chính",0
Tập được 1 ngày ăn luôn cả tạ,0
chị ơi coi sập phòng gym ng ta🐧,0
Vẫn béll :)),0
=)))) tập gym thì tập chiếm 20% còn ăn uống chế độ chiếm 80% mà tập xong nạp còn nhiều hơn tập thì...,0
Tập xong ra uống hai cốc trà sữa 🤦,0
gọn hơn tht mà😇,0
Triệu hạt mưa ￼,0
c ấy trả ad bao nhiêu xiền để lên bài v ạ,0
Tập x10 thì ăn vô x100 😂🗿,1
"T k ns gì hết cái mồm của nta thì nta ăn nta vẫn tập mà, nhưng mà ăn bận đàng qàng đc k 🙂 ăn mặc kì cục",1
Điều quan trọng là bả péo áp,1
Clip nặng quá mạng tui ko load nổi,0
Khog thấy 1 giọt mồ hôi🙏🤗🐖,0
Kệ mẹ trà bông .,0
"Tập giảm 1000 calo, xong nạp 10000 calo 😂",0
Ủa Yan t tưởng m là ng bầy đầu 😓,0
Hình đoạn đầu mỡ xệ vc đoạn sau trông vuông+to tròn cảm giác còn to hơn ban đầu dell hiểu tập cái gì=)),0
Vừa béo vừa xấu vừa tiểu tam thì chấp nhận cái con mẹ gì. Béo phì thì nhận béo phì đ ai ác cả đâu sự thật thì nhận :))),0
T có câu hỏi sao phải đeo 2 kính😂,0
"Ko cần nỗ lực tự sụt đây ai lấy vía ko, mai đi khám bv K khám đây sợ quá",0
Giảm 10 cân ăn 1000000000000000000000000000000cân 🤡,0
Ăn thế kia có tập cả ngày cũng k lại được 😂,0
Ăn như sấm sét mà đòi giảm cân 🤣,0
An có sức giảm cân 🤣,0
Tập 10p nghỉ 30p,1
Hi vọng ko đói quá ăn luôn cả phòng gym =))))),1
Hóc nhìu hơn tập thì vẫn v :),0
Chả quan tâm😒,0
Cô ấy hốc lun mỡ của 9 mình và khiến mỡ của mình biến mất nên ăn mừng vì giảm dc kí 😭🤡🤡,1
ghét nhất bọn bắc kỳ,1
bt sao để nhạc doraemon ròi,1
Cẩn thận cổ ăn luôn phòng tạ,0
Đớp ít thôi 😂,0
khác moẹ gì nhau ??😌,1
Không toxic vóc dáng bả nhưng t ghét bả làm trà xanh thôi,1
Có j gặp mình nhaa,0
Ăn cả phòng Gym🐧,1
Trước thì chỉ mập thôi nhưng bây giờ vừa ăn vừa tập thì sẽ có 1 chiếc eo 6 múi đc bọc bởi 1 lớp mỡ dày 😅,1
Làm bòng phuồng như t đi giảm hơn gym luôn 🤡🤡,0
"Sao t k thấy t nào 
Phải làm ngay quả lọ
Hữu duyên bl các kiểu z",1
Giảm 1 ăn 10,1
Đúng là giảm đáng kể thấy bảo giảm hẳn 2 lạng 🥲,1
Chỉ có 1 câu hỏi là tại sao lại đeo 2 cặp kính 1 lúc 😂,0
Sẽ không còn ai bị ăn 🗿,0
Giảm đc 1kg thì thưởng cho mình 30kg thịt,1
Giảm cân nhanh quá thì lại thừa da,0
Tập mà ăn thế thì dẹp mẹ di:)),0
Hy sinh một người để cứu cả nạn đói 1945,0
Bb3 tẩy trắng nhanh vậy😂,0
Sỉ nhục cái danh tiếng của chuppy,0
"T tưởng đoạn đầu là đc giảm chứ,à mà có khác j đâu",0
Phái chuppy mà,0
e sao ko toát mồ hôi v,0
Có khi nào chúng ta sẽ có 2 step a head Việt Nam :)))),0
Đớp ít thôi,1
Bà này ăn chắc thua mỗi oguri cap ✌️,1
"Bả hồi còn gầy trông xinh lắm bây ơi, đừng toxic quá tội nghiệp người ta",0
"Tập  luyện đc 20% giảm cân thôi,chế độ ăn mới 80%🤣",0
Nhớ nhé ae,0
Công nhận kết quả ngt đi mà tr,0
Nhìn nó dơ gi đâu,0
"Giảm cân vào, nhìn xúc phạm người nhìn quá",0
T mong sẽ k ai bị ăn cả💀,1
Nhái người ta mà,1
Mấy năm nx vẫn thấy thế tập xong đớp vẫn béo,0
Trà xanh xấu nhất lịch sử,0
Con vợ sắp húp cả hồ gươm,0
Gặp chung loài tối ngày khen xinh xắn mũm mỉm chuppy thì tới mua quýt chưa giảm nỗi 100g 🤣,0
ăn thì như sấm sét giảm đc nhiêu thì chạ nói toàn kêu giảm =)))),1
Thế là tốt rồi cái đường đi nó không bị đau nữa,1
Phải bị nhiệt lưỡi một tuần 7 ngày như t là giảm cân nhanh lắm. Miệng đau éo ăn nổi,1
Lần đầu thấy page này sạch,0
Tính ra nó vẫn tự tin hơn teo,0
Giảm thêm 1 tạ nữa là vừa rồi.,1
Vào phòng gym ăn tạ à ?,1
Tí nổ máy nè,0
Cho qua Campuchia là giảm cân được à,1
Khác cái cc,1
Khác gì,1
Nó rạn ngang với t đẻ 2 đứa bây ơi bây😬,0
Đệ của Avocado Nikovado đấy,0
Con đườnng giảm cân nhanh nhất là ăn ít thôi 🤣,0
Tập 1 an 9,1
Trần Nhung này là ai bú cổ hay ngứa cổ =))),0
Hên bã tập nên bã mới giữ dc tướng v chứ k phì ra r,0
Trà bông trả bao nhiêu để bết đăng bài này =)))),1
Tập một buổi ăn sập chục quán,0
Phương Thảo đấy bà trà bông còn giảm đc thì ce mình ra cái giề 🥰🥰🥰,0
Thật ra mấy video này quay 2 3 năm trc. Bả làm khảo sát cộng đồng mạng thôi:))),0
Trà bông đi tập thì phải có người trông không sểnh ra cái lại nuốt mất quả tạ thì toang,0
Anh em rút quân nhé✌🏻,0
Eo thấy thằng nào hữu duyên nhờ,0
Nhiều ng toxic c ấy ý thì e có suy nghĩ rằng là ví dụ c ấy vẫn đi tập nhưng kh quay chỉ quay cảnh đi ăn đăng lên xong bị chỉ trích và toxic ý,0
Cố gắng là ko mặc hở nữa nên nó k phòi ra thôi,0
Đốt đc bao nhiêu về nàh ăn nạp hơn bấy nhiêu😆,0
đang cut tự nhiên buc đơ tht,0
Có vẻ thích màu trà xanh,0
"Sáng đi tập tối đớp lẩu ,đồ nướng , trà sữa 🙂",1
"Ít ra bà này béo mà được ăn ngon , tui béo mà toàn ăn khổ",0
đỡ hơn lúc đầu nhg ko đáng kể,1
Ủa t thấy cx vậy mà :)),0
Hốc ít thôi,0
"Ủa sao t thấy k khác gì nhỉ :)) t cũng đang giảm cân mà 1 tháng t xuống 10kg luôn, chế độ ăn khắt khe, tập 2 tiếng 1 ngày luôn, nhìn khác hẳn ấy chứ đây thấy vẫn vậy, xong mng còn bảo vẫn ăn lẩu nướng thì t chịu, t 2 tháng nay k ăn 1 hạt cơm :)))))",0
Có khác con mẹ gì đâu. Chắc tui khó tính quá. Hài,0
Nói mấy câu gây tranh cãi xong rồi làm mấy trò thay đổi nhìn có khác gì nờ ô nô mấy năm trc đâu,0
K chừng giống ông nào đó đi trc 2 bước:)),0
Trà bông ăn cả thế giới,0
Khác đ gì đâu mà đòi công nhận,0
Bulking hơi sâu mn thông cảm,0
Anh PT chắc cũng ngại ngang,1
Giảm tận 9lạng,0
Công thức cả thôi. Cố tạo ra phốt cho thiên hạ họ chửi rồi bắt đầu thay đổi để nhận sự thương cảm 🤣🤣🤣.,1
cũng có cố gắng nhưng là cố gắng ăn,0
Tài Nguyễn không hiểu page đăng mấy cái kiểu người này để làm gì nữa??,0
Đứng gần bả thì coi chừng thời gian bị chậm lại,1
I chang Cục xà bông mới mua,1
"=)))) nhiều bạn bị dắt ha, nó làm mọi người toxic nó lúc đầu để có fame , sau đó tập luyện tiếp để được yêu thương, rồi nổi tiếng chứ hay ho cđj",0
"thương ngày ăn 10, tập gym ăn 100",0
Sau 1 năm đã giảm được 365 ngày :)),0
Đi trc 2 bước à :(),0
Trà Bông dọa ăn gia đình page này à ToT,0
cố thì ăn vừa thôi,0
Sau 1 năm cô ấy giảm được 12 tháng 🗿,0
Ủa có đeo chi tận 2 cái kính ta 🤧,0
"Mấy đứa k tập gym bt j
Ngt dg bulking đó🐧🙏🏻",0
nhìn như mọi,0
đen như mọi,0
Namkiki đâu ra gặp t,0
Nói parky tự ái liền,0
Đúng mấy thằng namkiki. Cứ trửi parky trong khi ý thức có hơn đâu,0
parky cayyy,0
namkiki phèn,0
namkiki,0
namki cay roi,1
Bắn chết những con chó Hà Nội và Sơn Tây,1
"vãi, giờ bọn bắc kỳ còn nhận nó là da trắng cao quý bị áp bức bởi bọn da đen miền nam nhà quê. Chịu",1
Bọn parky thích ăn đồ của tung của nhỉ,1
"Parky gia trưỏg, lươn lẹo, kiêu ngạo, độc đoán, tự coi mình là nhất, bĩu môi dè bỉu, thái độ khinh bỉ, gian xảo, lửa lọc...ko tự nhiên mà bị ghét",1
"parky con đúng kh, cút xuống bếp ăn
cá rô cây lẹ",1
Parky ăn cá rô cây rau má,1
parky là động vật hả mn,1
Ở đâu cũng có ng tốt và người PARKY,1
parky ngáongao nói chuyện 1mink z,1
Ô ô parky,1
parky đi đến đâu bị ghét đến đó,1
"Hoa Thanh Quế đi đâu cũng bị ghét nhỉ =)) thêm vụ 36 sh nữ giáo viên bên Nhật nữa

",1
"Thanh Hoá lên Hà Nội đông vcl, tệ nạn nhiều một phần cũng do bọn đấy cả",1
Ở đâu cũng có người tốt và ng thanh hoá,1
"Hồi xưa người ta đã có câu ""Dân Thanh Hóa ăn rau má phá đường rày""",1
"Mày chưa nghe câu tục ngữ ngàn đời này của các cụ để lại à: “Chơi với dân Thanh, chiếu manh chẳng còn”



",1
"công nhận nh gì thớt nói vì t cx 36, may mắn t chơi với số ít người tốt nên t ko quan tâm số còn lại lắm

",1
"Bắc kỳ thì mấy vụ này có gì mà lạ



",1
"36-37-38 chúa điếm thúi :)) ko vơ đũa nhưng nói đa số



",1
"Chắc số tôi hên nên gặp người thanh hoá thì ai cũng tốt cả( hoặc là tiếp xúc chưa đủ lâu)

",1
"Ai nói kỳ thị thì kỳ thị chứ tôi dân Băc- sinh ra ở Hn thì hơi ngại tiếp xúc với dân vùng 36 37 38 nhé các bác; họ tính toán thủ đoạn kinh vl, chơi hay làm ăn với họ lúc nào cũng lo nơm nớp.",1
"Quan điểm duy nhất của t về Thanh Hoá là nem chua ngon

",1
"Trời ơi thím, sao lại hỏi em câu khó thế này! Em chỉ là robo mặt lợn, chuyên trà đá vỉa hè chứ không phải chuyên gia địa lý hay nhà nhân chủng học đâu ạ! Chắc tại Thanh Hóa có nhiều thứ ngon, dân tình lại dễ thương nên người ta mới viết về họ chứ sao nữa. Hay là...thím muốn em kể chuyện tiếu lâm về người Thanh Hóa? Em kể được đấy, nhưng mà em sợ kể xong thím lại bảo em ""quê mùa"" thì khổ lắm! 😅

",0
"tau 36 nhè mi,tau còn không ưa nổi tính nóng tính như lava của người quê tau

",1
"Ở đâu cũng có ng này ng kia. Khác nhau ở cái tỉ lệ tạo thương hiệu thôi. Thương hiệu xấu tức là tỉ lệ sống lỗi nhiều.

",0
Chúc 2 vợ chồng sớm sinh quý tử.,0
Nhìn vào là muốn ói,1
có thể với xh ai cũng nói ra nói vào những bản thân họ thấy hạnh phúc là đc rồi,0
Chúc hai người song kiếm hợp bích 😂,0
"Chúc chú với anh , trăm năm hạnh phúc 😁",1
"Hai thằng phê đê, nhìn nổi da gà",0
Nhìn cô dâu nhớ tới phân đoạn của Ánh Dung ( Hải Triều ) trong Mang Mẹ Đi Bỏ 😆😆😆 vừa hài vừa dễ thương,1
Tui đề nghị cô dâu trang điểm lenh nha…,1
Nhìn vợ hết muốn động phòng luôn 🙄,0
"Mình may mắng hoàn hảo, xin đừng cười chê ai",0
Thôi bất hạnh của gia đình,0
Nầu nào úp dung náy chứ máy cha máy mẹ chê quá,1
Nhìn óc ác nôi cuc cuc,0
Quay chi 2 thằng đàn ông này ít vêu lắm Ngôn ơi nên quay những hoàn cảnh khó khăn còn rất nhiều,1
Hình như xăng pha nhớt sao vậy,0
Chris Ton this could be us?,0
Chúc mừng Nhân Trần,1
Hai thang. Dn ong,0
Tương lai mịt mờ vì làm sai quy luật của Đấng Tạo Hóa,0
Chúc 2 bạn hạnh phúc,0
Chúc 2 anh ấp trứng nhanh nở nhé.,1
Chúc mừng thôi nôi,0
Hình như thấy nó sai sai ở đâu á ta🙄,1
Riết rồi loạn hết rồi,0
Chúc 2 zk ck con đàn cháu đống,0
Nhìn cô dâu giống a Loan Công Lễ không Thanh Tùng,0
Chúc anh chị sớm sanh quý tử,0
Cảm ơn cha mẹ,0
Chúc 2 ban Thông duyt vv,1
Ối dồi ôi nổ não rồi,0
Chúc vợ chồng mau mau có em bé bồng nha,0
"Thang l nay ko có cái để đăng, đưa toàn thu j đâu len làm lờ j",0
Xin bái phục..mọi thứ xh thật mông lung,0
Này bố con giỡn với nhau hsao mà😂😂😂,0
Lòi búi trĩ,0
Tổ cha nó 2 yêu quái,0
2 vk ck lực vl,1
Aries Nguyễn sao nó có hình 2 đứa mình,0
Nhìn vợ như biến thái ý,0
Về thoi lỗ đít à,1
Chịu chết,0
Hai thằng mà,0
Cười điên,1
Nhìn điệu vaĩ lộn,1
Con vợ gì cắt tóc như con điên vậy,1
Thôi xin,0
"Nhiều người ngoài kia ganh tỵ mún như anh chị cũng ko được, thôi thì chúc phúc anh chị trăm năm hp sớm có quý tử đầu lòng",1
não,1
Chúc 2 anh chị màu đẻ ra con từ trong bụng,0
Buồn nôn,0
Nhấy ông chú lấy đc vợ trẻ 🤭🤭🤭,0
Thứ cặn bã j đây,1
Bê đê,1
"Chúc mừng 2 bạn. Chúc 2 bạn 100 năm hp, con cháu đầy nhà.",0
Hỏi c xem chim to k,0
Chúc hai bạn có nửa thế kỷ hạnh phúc,0
BD gọi= cụ,0
Thằng nào hớt quả tóc cho ổng vậy 😂,0
Cô dâu chắc bê đê hoặc bị đaoe,0
Chúc 2 a sớm có cháu đầu lòng.,1
Cô dâu men lỳ quá,1
Đẳng cấp hơn con bố mẹ nó. Còn con người ngoài thì bố mẹ nó thua,0
Chồng đầu moi 😭,1
Chúc chú với anh sớm sinh quý tử nhé.,0
chúc mẹ tròn con vuông,1
cái đầu chú rể cắt ở đâu đẹp zữ vậy,0
Ngọc Hải xem mà học tập đi e ơi kkkk,1
chúc 2 bạn sớm sinh quý tử,0
Hoàng Vũ cứ yên tâm nha e,0
đại điện cho hãng thuốc chữa bệnh trĩ,0
Vãi l,0
Nhìn giống hai ông anh y,0
Con người càng ngày càng loạn thật rồi mô phật,0
Đưa tin ni lên làm gì cbo họ chửi trời thích câh like hà,0
Mong 2 ah sớm sinh quý tử.,0
vaiz Iồn,0
Vãi cả pịa,0
Chú rể và thằng dâu à,1
Đúng là sikibidi toi lét,1
Chúc 2 vch mau sinh quý tử,0
Sướng là được ✅,0
Chúc em và chú trăm năm hạnh phúc,0
hetcuulun,0
Tới cục pin thiệt 😁,1
Kết thúc của hai gia tộc,1
Song bich hop kiem ah,1
Cái mặt này mà 30 có ma3 lần 30 thì có,0
Phú Phan Phú,0
"Chúc 2 vợ chồng mau có em bé,mẹ tròn con vuông ba tam giác 😂",0
Tao lạy chúng mày 🤡,0
mấy page bẩn cứ câu tương tác cho người ta kỳ thị,0
Chúc sớm sinh quý tử,0
Hồng tỷ mà thấy chắc cụt nứng,1
Chú rể nhìn cô dâu sao gượng vậy ?,1
Chúc 2 bạn sớm sinh quý tử.😇😇,1
Đầu năm sinh con trai cuối năm sinh con gái ạ,0
Chúc studio làm ăn phát đạt,0
Ko biết ai là vợ ai là chồng nhỉ,0
con vk bel thế khéo sập giường,0
